cve,modAV
CVE-2013-5416,LOCAL
CVE-2013-5417,NETWORK
CVE-2013-5418,NETWORK
CVE-2013-5419,LOCAL
CVE-2013-5420,NETWORK
CVE-2013-5421,NETWORK
CVE-2013-5422,NETWORK
CVE-2013-5423,NETWORK
CVE-2013-5424,NETWORK
CVE-2013-5425,NETWORK
CVE-2013-5426,ADJACENT_NETWORK
CVE-2013-5427,NETWORK
CVE-2013-5428,NETWORK
CVE-2013-5429,NETWORK
CVE-2013-5430,NETWORK
CVE-2013-5431,NETWORK
CVE-2013-5433,NETWORK
CVE-2013-5438,NETWORK
CVE-2013-5440,LOCAL
CVE-2013-5442,NETWORK
CVE-2013-5443,NETWORK
CVE-2013-5444,NETWORK
CVE-2013-5445,NETWORK
CVE-2013-5446,NETWORK
CVE-2013-5447,NETWORK
CVE-2013-5448,NETWORK
CVE-2013-5449,NETWORK
CVE-2013-5450,NETWORK
CVE-2013-5452,NETWORK
CVE-2013-5453,NETWORK
CVE-2013-5454,NETWORK
CVE-2013-5455,NETWORK
CVE-2013-5456,NETWORK
CVE-2013-5457,NETWORK
CVE-2013-5458,NETWORK
CVE-2013-5459,NETWORK
CVE-2013-5460,NETWORK
CVE-2013-5462,NETWORK
CVE-2013-5463,NETWORK
CVE-2013-5464,NETWORK
CVE-2013-5465,NETWORK
CVE-2013-5466,NETWORK
CVE-2013-5467,LOCAL
CVE-2013-5468,NETWORK
CVE-2013-5469,NETWORK
CVE-2013-5470,NETWORK
CVE-2013-5471,NETWORK
CVE-2013-5472,NETWORK
CVE-2013-5473,NETWORK
CVE-2013-5474,NETWORK
CVE-2013-5475,NETWORK
CVE-2013-5476,NETWORK
CVE-2013-5477,NETWORK
CVE-2013-5478,NETWORK
CVE-2013-5479,NETWORK
CVE-2013-5480,NETWORK
CVE-2013-5481,NETWORK
CVE-2013-5482,NETWORK
CVE-2013-5483,NETWORK
CVE-2013-5486,NETWORK
CVE-2013-5487,NETWORK
CVE-2013-5488,NETWORK
CVE-2013-5489,NETWORK
CVE-2013-5490,NETWORK
CVE-2013-5492,NETWORK
CVE-2013-5493,LOCAL
CVE-2013-5494,NETWORK
CVE-2013-5495,NETWORK
CVE-2013-5496,NETWORK
CVE-2013-5497,NETWORK
CVE-2013-5498,NETWORK
CVE-2013-5499,ADJACENT_NETWORK
CVE-2013-5500,NETWORK
CVE-2013-5501,NETWORK
CVE-2013-5502,NETWORK
CVE-2013-5503,NETWORK
CVE-2013-5504,NETWORK
CVE-2013-5505,NETWORK
CVE-2013-5506,LOCAL
CVE-2013-5507,NETWORK
CVE-2013-5508,NETWORK
CVE-2013-5509,NETWORK
CVE-2013-5510,NETWORK
CVE-2013-5511,NETWORK
CVE-2013-5512,NETWORK
CVE-2013-5513,NETWORK
CVE-2013-5515,NETWORK
CVE-2013-5516,NETWORK
CVE-2013-5517,NETWORK
CVE-2013-5519,NETWORK
CVE-2013-5521,NETWORK
CVE-2013-5522,LOCAL
CVE-2013-5523,NETWORK
CVE-2013-5524,NETWORK
CVE-2013-5525,NETWORK
CVE-2013-5526,NETWORK
CVE-2013-5527,ADJACENT_NETWORK
CVE-2013-5528,NETWORK
CVE-2013-5529,NETWORK
CVE-2013-5530,NETWORK
CVE-2013-5531,NETWORK
CVE-2013-5532,NETWORK
CVE-2013-5533,LOCAL
CVE-2013-5534,NETWORK
CVE-2013-5535,NETWORK
CVE-2013-5536,NETWORK
CVE-2013-5537,NETWORK
CVE-2013-5538,NETWORK
CVE-2013-5539,NETWORK
CVE-2013-5540,NETWORK
CVE-2013-5541,NETWORK
CVE-2013-5542,NETWORK
CVE-2013-5543,NETWORK
CVE-2013-5544,NETWORK
CVE-2013-5545,NETWORK
CVE-2013-5546,NETWORK
CVE-2013-5547,NETWORK
CVE-2013-5548,NETWORK
CVE-2013-5549,NETWORK
CVE-2013-5550,LOCAL
CVE-2013-5551,NETWORK
CVE-2013-5552,NETWORK
CVE-2013-5553,NETWORK
CVE-2013-5554,NETWORK
CVE-2013-5555,NETWORK
CVE-2013-5556,LOCAL
CVE-2013-5557,NETWORK
CVE-2013-5558,NETWORK
CVE-2013-5559,NETWORK
CVE-2013-5560,NETWORK
CVE-2013-5561,NETWORK
CVE-2013-5562,NETWORK
CVE-2013-5563,NETWORK
CVE-2013-5564,NETWORK
CVE-2013-5565,NETWORK
CVE-2013-5566,NETWORK
CVE-2013-5567,NETWORK
CVE-2013-5568,NETWORK
CVE-2013-5569,NETWORK
CVE-2013-5570,NETWORK
CVE-2013-5572,NETWORK
CVE-2013-5573,NETWORK
CVE-2013-5576,NETWORK
CVE-2013-5578,NETWORK
CVE-2013-5580,NETWORK
CVE-2013-5583,NETWORK
CVE-2013-5586,NETWORK
CVE-2013-5587,NETWORK
CVE-2013-5588,NETWORK
CVE-2013-5589,NETWORK
CVE-2013-5590,NETWORK
CVE-2013-5591,NETWORK
CVE-2013-5592,NETWORK
CVE-2013-5593,NETWORK
CVE-2013-5595,NETWORK
CVE-2013-5596,NETWORK
CVE-2013-5597,NETWORK
CVE-2013-5598,NETWORK
CVE-2013-5599,NETWORK
CVE-2013-5600,NETWORK
CVE-2013-5601,NETWORK
CVE-2013-5602,NETWORK
CVE-2013-5603,NETWORK
CVE-2013-5604,NETWORK
CVE-2013-5605,NETWORK
CVE-2013-5606,NETWORK
CVE-2013-5607,NETWORK
CVE-2013-5609,NETWORK
CVE-2013-5610,NETWORK
CVE-2013-5611,NETWORK
CVE-2013-5612,NETWORK
CVE-2013-5613,NETWORK
CVE-2013-5614,NETWORK
CVE-2013-5615,NETWORK
CVE-2013-5616,NETWORK
CVE-2013-5618,NETWORK
CVE-2013-5619,NETWORK
CVE-2013-5634,ADJACENT_NETWORK
CVE-2013-5635,LOCAL
CVE-2013-5636,LOCAL
CVE-2013-5639,NETWORK
CVE-2013-5640,NETWORK
CVE-2013-5641,NETWORK
CVE-2013-5642,NETWORK
CVE-2013-5645,NETWORK
CVE-2013-5646,NETWORK
CVE-2013-5647,NETWORK
CVE-2013-5648,NETWORK
CVE-2013-5649,NETWORK
CVE-2013-5650,NETWORK
CVE-2013-5651,NETWORK
CVE-2013-5653,NETWORK
CVE-2013-5655,NETWORK
CVE-2013-5660,NETWORK
CVE-2013-5663,NETWORK
CVE-2013-5664,NETWORK
CVE-2013-5666,LOCAL
CVE-2013-5667,NETWORK
CVE-2013-5668,NETWORK
CVE-2013-5669,NETWORK
CVE-2013-5670,NETWORK
CVE-2013-5671,NETWORK
CVE-2013-5672,NETWORK
CVE-2013-5673,NETWORK
CVE-2013-5674,NETWORK
CVE-2013-5676,NETWORK
CVE-2013-5679,LOCAL
CVE-2013-5680,NETWORK
CVE-2013-5688,NETWORK
CVE-2013-5690,NETWORK
CVE-2013-5691,LOCAL
CVE-2013-5692,NETWORK
CVE-2013-5693,NETWORK
CVE-2013-5694,NETWORK
CVE-2013-5695,NETWORK
CVE-2013-5696,NETWORK
CVE-2013-5697,NETWORK
CVE-2013-5698,NETWORK
CVE-2013-5700,NETWORK
CVE-2013-5701,LOCAL
CVE-2013-5702,NETWORK
CVE-2013-5703,NETWORK
CVE-2013-5704,NETWORK
CVE-2013-5705,NETWORK
CVE-2013-5706,NETWORK
CVE-2013-5707,NETWORK
CVE-2013-5708,NETWORK
CVE-2013-5709,NETWORK
CVE-2013-5710,LOCAL
CVE-2013-5711,NETWORK
CVE-2013-5714,NETWORK
CVE-2013-5715,NETWORK
CVE-2013-5716,NETWORK
CVE-2013-5717,NETWORK
CVE-2013-5718,NETWORK
CVE-2013-5719,NETWORK
CVE-2013-5720,NETWORK
CVE-2013-5721,NETWORK
CVE-2013-5722,NETWORK
CVE-2013-5723,NETWORK
CVE-2013-5724,LOCAL
CVE-2013-5725,NETWORK
CVE-2013-5726,NETWORK
CVE-2013-5730,NETWORK
CVE-2013-5738,NETWORK
CVE-2013-5739,NETWORK
CVE-2013-5740,LOCAL
CVE-2013-5741,NETWORK
CVE-2013-5744,NETWORK
CVE-2013-5745,NETWORK
CVE-2013-5748,NETWORK
CVE-2013-5749,NETWORK
CVE-2013-5750,NETWORK
CVE-2013-5751,NETWORK
CVE-2013-5754,NETWORK
CVE-2013-5755,NETWORK
CVE-2013-5756,NETWORK
CVE-2013-5757,NETWORK
CVE-2013-5758,NETWORK
CVE-2013-5760,NETWORK
CVE-2013-5761,NETWORK
CVE-2013-5762,LOCAL
CVE-2013-5763,LOCAL
CVE-2013-5764,NETWORK
CVE-2013-5765,NETWORK
CVE-2013-5766,NETWORK
CVE-2013-5767,NETWORK
CVE-2013-5768,NETWORK
CVE-2013-5769,NETWORK
CVE-2013-5770,NETWORK
CVE-2013-5771,NETWORK
CVE-2013-5772,NETWORK
CVE-2013-5773,NETWORK
CVE-2013-5774,NETWORK
CVE-2013-5775,NETWORK
CVE-2013-5776,NETWORK
CVE-2013-5777,NETWORK
CVE-2013-5778,NETWORK
CVE-2013-5779,NETWORK
CVE-2013-5780,NETWORK
CVE-2013-5781,LOCAL
CVE-2013-5782,NETWORK
CVE-2013-5783,NETWORK
CVE-2013-5784,NETWORK
CVE-2013-5785,NETWORK
CVE-2013-5786,NETWORK
CVE-2013-5787,NETWORK
CVE-2013-5788,NETWORK
CVE-2013-5789,NETWORK
CVE-2013-5790,NETWORK
CVE-2013-5791,LOCAL
CVE-2013-5792,NETWORK
CVE-2013-5793,NETWORK
CVE-2013-5794,NETWORK
CVE-2013-5795,NETWORK
CVE-2013-5796,NETWORK
CVE-2013-5797,NETWORK
CVE-2013-5798,NETWORK
CVE-2013-5799,NETWORK
CVE-2013-5800,NETWORK
CVE-2013-5801,NETWORK
CVE-2013-5802,NETWORK
CVE-2013-5803,NETWORK
CVE-2013-5804,NETWORK
CVE-2013-5805,NETWORK
CVE-2013-5806,NETWORK
CVE-2013-5807,NETWORK
CVE-2013-5808,NETWORK
CVE-2013-5809,NETWORK
CVE-2013-5810,NETWORK
CVE-2013-5811,NETWORK
CVE-2013-5812,NETWORK
CVE-2013-5813,NETWORK
CVE-2013-5814,NETWORK
CVE-2013-5815,NETWORK
CVE-2013-5816,NETWORK
CVE-2013-5817,NETWORK
CVE-2013-5818,NETWORK
CVE-2013-5819,NETWORK
CVE-2013-5820,NETWORK
CVE-2013-5821,LOCAL
CVE-2013-5822,NETWORK
CVE-2013-5823,NETWORK
CVE-2013-5824,NETWORK
CVE-2013-5825,NETWORK
CVE-2013-5826,NETWORK
CVE-2013-5827,NETWORK
CVE-2013-5828,NETWORK
CVE-2013-5829,NETWORK
CVE-2013-5830,NETWORK
CVE-2013-5831,NETWORK
CVE-2013-5832,NETWORK
CVE-2013-5833,LOCAL
CVE-2013-5834,LOCAL
CVE-2013-5835,NETWORK
CVE-2013-5836,NETWORK
CVE-2013-5837,NETWORK
CVE-2013-5838,NETWORK
CVE-2013-5839,NETWORK
CVE-2013-5840,NETWORK
CVE-2013-5841,NETWORK
CVE-2013-5842,NETWORK
CVE-2013-5843,NETWORK
CVE-2013-5844,NETWORK
CVE-2013-5845,NETWORK
CVE-2013-5846,NETWORK
CVE-2013-5847,NETWORK
CVE-2013-5848,NETWORK
CVE-2013-5849,NETWORK
CVE-2013-5850,NETWORK
CVE-2013-5851,NETWORK
CVE-2013-5852,NETWORK
CVE-2013-5853,NETWORK
CVE-2013-5854,NETWORK
CVE-2013-5855,NETWORK
CVE-2013-5856,NETWORK
CVE-2013-5857,NETWORK
CVE-2013-5858,NETWORK
CVE-2013-5859,NETWORK
CVE-2013-5860,NETWORK
CVE-2013-5861,NETWORK
CVE-2013-5862,LOCAL
CVE-2013-5863,NETWORK
CVE-2013-5864,LOCAL
CVE-2013-5865,LOCAL
CVE-2013-5866,LOCAL
CVE-2013-5867,NETWORK
CVE-2013-5868,NETWORK
CVE-2013-5869,NETWORK
CVE-2013-5870,NETWORK
CVE-2013-5871,NETWORK
CVE-2013-5872,LOCAL
CVE-2013-5873,NETWORK
CVE-2013-5874,LOCAL
CVE-2013-5875,LOCAL
CVE-2013-5876,LOCAL
CVE-2013-5877,NETWORK
CVE-2013-5878,NETWORK
CVE-2013-5879,NETWORK
CVE-2013-5880,NETWORK
CVE-2013-5881,NETWORK
CVE-2013-5882,NETWORK
CVE-2013-5883,LOCAL
CVE-2013-5884,NETWORK
CVE-2013-5885,LOCAL
CVE-2013-5886,NETWORK
CVE-2013-5887,NETWORK
CVE-2013-5888,LOCAL
CVE-2013-5889,NETWORK
CVE-2013-5890,NETWORK
CVE-2013-5891,NETWORK
CVE-2013-5892,LOCAL
CVE-2013-5893,NETWORK
CVE-2013-5894,NETWORK
CVE-2013-5895,NETWORK
CVE-2013-5896,NETWORK
CVE-2013-5897,NETWORK
CVE-2013-5898,NETWORK
CVE-2013-5899,NETWORK
CVE-2013-5900,NETWORK
CVE-2013-5901,NETWORK
CVE-2013-5902,NETWORK
CVE-2013-5904,NETWORK
CVE-2013-5905,NETWORK
CVE-2013-5906,NETWORK
CVE-2013-5907,NETWORK
CVE-2013-5908,NETWORK
CVE-2013-5909,NETWORK
CVE-2013-5910,NETWORK
CVE-2013-5911,NETWORK
CVE-2013-5912,NETWORK
CVE-2013-5913,NETWORK
CVE-2013-5914,NETWORK
CVE-2013-5915,NETWORK
CVE-2013-5916,NETWORK
CVE-2013-5917,NETWORK
CVE-2013-5918,NETWORK
CVE-2013-5919,NETWORK
CVE-2013-5930,NETWORK
CVE-2013-5931,NETWORK
CVE-2013-5932,NETWORK
CVE-2013-5933,LOCAL
CVE-2013-5934,NETWORK
CVE-2013-5935,NETWORK
CVE-2013-5936,NETWORK
CVE-2013-5937,NETWORK
CVE-2013-5938,NETWORK
CVE-2013-5939,NETWORK
CVE-2013-5942,NETWORK
CVE-2013-5943,NETWORK
CVE-2013-5944,NETWORK
CVE-2013-5946,NETWORK
CVE-2013-5948,NETWORK
CVE-2013-5951,NETWORK
CVE-2013-5952,NETWORK
CVE-2013-5953,NETWORK
CVE-2013-5954,NETWORK
CVE-2013-5955,NETWORK
CVE-2013-5956,NETWORK
CVE-2013-5957,NETWORK
CVE-2013-5958,NETWORK
CVE-2013-5959,NETWORK
CVE-2013-5960,NETWORK
CVE-2013-5961,NETWORK
CVE-2013-5962,NETWORK
CVE-2013-5963,NETWORK
CVE-2013-5964,NETWORK
CVE-2013-5965,NETWORK
CVE-2013-5966,NETWORK
CVE-2013-5967,NETWORK
CVE-2013-5968,NETWORK
CVE-2013-5970,NETWORK
CVE-2013-5971,NETWORK
CVE-2013-5972,LOCAL
CVE-2013-5973,LOCAL
CVE-2013-5975,NETWORK
CVE-2013-5976,NETWORK
CVE-2013-5977,NETWORK
CVE-2013-5979,NETWORK
CVE-2013-5983,NETWORK
CVE-2013-5984,NETWORK
CVE-2013-5986,NETWORK
CVE-2013-5987,LOCAL
CVE-2013-5990,NETWORK
CVE-2013-5991,NETWORK
CVE-2013-5992,NETWORK
CVE-2013-5993,NETWORK
CVE-2013-5994,NETWORK
CVE-2013-5995,NETWORK
CVE-2013-5996,NETWORK
CVE-2013-5997,NETWORK
CVE-2013-5998,NETWORK
CVE-2013-5999,NETWORK
CVE-2013-6000,NETWORK
CVE-2013-6001,NETWORK
CVE-2013-6002,NETWORK
CVE-2013-6003,NETWORK
CVE-2013-6004,NETWORK
CVE-2013-6005,NETWORK
CVE-2013-6006,NETWORK
CVE-2013-6009,NETWORK
CVE-2013-6010,NETWORK
CVE-2013-6011,NETWORK
CVE-2013-6012,NETWORK
CVE-2013-6013,NETWORK
CVE-2013-6014,ADJACENT_NETWORK
CVE-2013-6015,NETWORK
CVE-2013-6016,NETWORK
CVE-2013-6017,NETWORK
CVE-2013-6018,NETWORK
CVE-2013-6019,NETWORK
CVE-2013-6020,NETWORK
CVE-2013-6021,NETWORK
CVE-2013-6023,NETWORK
CVE-2013-6024,LOCAL
CVE-2013-6025,NETWORK
CVE-2013-6026,NETWORK
CVE-2013-6027,NETWORK
CVE-2013-6028,NETWORK
CVE-2013-6029,NETWORK
CVE-2013-6030,NETWORK
CVE-2013-6031,ADJACENT_NETWORK
CVE-2013-6032,NETWORK
CVE-2013-6033,NETWORK
CVE-2013-6034,NETWORK
CVE-2013-6035,NETWORK
CVE-2013-6037,NETWORK
CVE-2013-6038,NETWORK
CVE-2013-6039,NETWORK
CVE-2013-6040,NETWORK
CVE-2013-6041,NETWORK
CVE-2013-6042,NETWORK
CVE-2013-6043,NETWORK
CVE-2013-6044,NETWORK
CVE-2013-6045,NETWORK
CVE-2013-6047,NETWORK
CVE-2013-6048,NETWORK
CVE-2013-6049,LOCAL
CVE-2013-6050,NETWORK
CVE-2013-6051,NETWORK
CVE-2013-6052,NETWORK
CVE-2013-6053,NETWORK
CVE-2013-6054,NETWORK
CVE-2013-6058,NETWORK
CVE-2013-6074,NETWORK
CVE-2013-6075,NETWORK
CVE-2013-6076,NETWORK
CVE-2013-6077,NETWORK
CVE-2013-6078,NETWORK
CVE-2013-6079,LOCAL
CVE-2013-6111,NETWORK
CVE-2013-6114,NETWORK
CVE-2013-6117,NETWORK
CVE-2013-6122,LOCAL
CVE-2013-6123,LOCAL
CVE-2013-6124,LOCAL
CVE-2013-6127,NETWORK
CVE-2013-6128,NETWORK
CVE-2013-6129,NETWORK
CVE-2013-6141,NETWORK
CVE-2013-6142,NETWORK
CVE-2013-6143,NETWORK
CVE-2013-6162,NETWORK
CVE-2013-6163,NETWORK
CVE-2013-6164,NETWORK
CVE-2013-6166,NETWORK
CVE-2013-6167,NETWORK
CVE-2013-6168,NETWORK
CVE-2013-6169,NETWORK
CVE-2013-6170,NETWORK
CVE-2013-6171,NETWORK
CVE-2013-6172,NETWORK
CVE-2013-6173,NETWORK
CVE-2013-6174,NETWORK
CVE-2013-6175,NETWORK
CVE-2013-6176,NETWORK
CVE-2013-6177,NETWORK
CVE-2013-6178,NETWORK
CVE-2013-6180,NETWORK
CVE-2013-6181,LOCAL
CVE-2013-6182,LOCAL
CVE-2013-6188,NETWORK
CVE-2013-6189,NETWORK
CVE-2013-6191,NETWORK
CVE-2013-6192,NETWORK
CVE-2013-6193,NETWORK
CVE-2013-6194,NETWORK
CVE-2013-6195,NETWORK
CVE-2013-6196,NETWORK
CVE-2013-6197,ADJACENT_NETWORK
CVE-2013-6198,NETWORK
CVE-2013-6200,LOCAL
CVE-2013-6201,NETWORK
CVE-2013-6202,NETWORK
CVE-2013-6203,NETWORK
CVE-2013-6204,NETWORK
CVE-2013-6205,LOCAL
CVE-2013-6206,NETWORK
CVE-2013-6207,NETWORK
CVE-2013-6208,LOCAL
CVE-2013-6209,NETWORK
CVE-2013-6210,NETWORK
CVE-2013-6211,NETWORK
CVE-2013-6212,NETWORK
CVE-2013-6213,NETWORK
CVE-2013-6214,NETWORK
CVE-2013-6215,NETWORK
CVE-2013-6216,LOCAL
CVE-2013-6218,NETWORK
CVE-2013-6219,LOCAL
CVE-2013-6220,NETWORK
CVE-2013-6221,NETWORK
CVE-2013-6222,NETWORK
CVE-2013-6223,LOCAL
CVE-2013-6224,NETWORK
CVE-2013-6226,NETWORK
CVE-2013-6227,NETWORK
CVE-2013-6229,NETWORK
CVE-2013-6230,NETWORK
CVE-2013-6232,NETWORK
CVE-2013-6233,NETWORK
CVE-2013-6235,NETWORK
CVE-2013-6237,NETWORK
CVE-2013-6241,NETWORK
CVE-2013-6243,NETWORK
CVE-2013-6244,NETWORK
CVE-2013-6245,NETWORK
CVE-2013-6246,NETWORK
CVE-2013-6267,NETWORK
CVE-2013-6271,NETWORK
CVE-2013-6280,NETWORK
CVE-2013-6281,NETWORK
CVE-2013-6282,LOCAL
CVE-2013-6283,NETWORK
CVE-2013-6284,NETWORK
CVE-2013-6285,NETWORK
CVE-2013-6288,NETWORK
CVE-2013-6289,NETWORK
CVE-2013-6299,NETWORK
CVE-2013-6300,NETWORK
CVE-2013-6301,NETWORK
CVE-2013-6302,NETWORK
CVE-2013-6303,NETWORK
CVE-2013-6304,NETWORK
CVE-2013-6305,NETWORK
CVE-2013-6306,LOCAL
CVE-2013-6307,NETWORK
CVE-2013-6308,NETWORK
CVE-2013-6309,NETWORK
CVE-2013-6310,NETWORK
CVE-2013-6311,NETWORK
CVE-2013-6312,NETWORK
CVE-2013-6314,NETWORK
CVE-2013-6315,NETWORK
CVE-2013-6316,NETWORK
CVE-2013-6318,NETWORK
CVE-2013-6319,NETWORK
CVE-2013-6320,NETWORK
CVE-2013-6321,NETWORK
CVE-2013-6322,NETWORK
CVE-2013-6323,NETWORK
CVE-2013-6325,NETWORK
CVE-2013-6327,NETWORK
CVE-2013-6328,NETWORK
CVE-2013-6329,NETWORK
CVE-2013-6330,NETWORK
CVE-2013-6331,NETWORK
CVE-2013-6332,NETWORK
CVE-2013-6333,NETWORK
CVE-2013-6334,NETWORK
CVE-2013-6335,LOCAL
CVE-2013-6336,NETWORK
CVE-2013-6337,NETWORK
CVE-2013-6338,NETWORK
CVE-2013-6339,NETWORK
CVE-2013-6340,NETWORK
CVE-2013-6341,NETWORK
CVE-2013-6342,NETWORK
CVE-2013-6343,NETWORK
CVE-2013-6344,NETWORK
CVE-2013-6345,NETWORK
CVE-2013-6346,NETWORK
CVE-2013-6347,NETWORK
CVE-2013-6348,NETWORK
CVE-2013-6349,NETWORK
CVE-2013-6357,NETWORK
CVE-2013-6359,NETWORK
CVE-2013-6366,NETWORK
CVE-2013-6367,ADJACENT_NETWORK
CVE-2013-6368,LOCAL
CVE-2013-6369,NETWORK
CVE-2013-6370,NETWORK
CVE-2013-6371,NETWORK
CVE-2013-6372,LOCAL
CVE-2013-6373,NETWORK
CVE-2013-6374,NETWORK
CVE-2013-6375,ADJACENT_NETWORK
CVE-2013-6376,ADJACENT_NETWORK
CVE-2013-6378,LOCAL
CVE-2013-6380,LOCAL
CVE-2013-6381,LOCAL
CVE-2013-6382,LOCAL
CVE-2013-6383,LOCAL
CVE-2013-6384,LOCAL
CVE-2013-6385,NETWORK
CVE-2013-6386,NETWORK
CVE-2013-6387,NETWORK
CVE-2013-6388,NETWORK
CVE-2013-6389,NETWORK
CVE-2013-6391,NETWORK
CVE-2013-6392,LOCAL
CVE-2013-6393,NETWORK
CVE-2013-6394,LOCAL
CVE-2013-6395,NETWORK
CVE-2013-6396,NETWORK
CVE-2013-6397,NETWORK
CVE-2013-6398,NETWORK
CVE-2013-6399,NETWORK
CVE-2013-6400,ADJACENT_NETWORK
CVE-2013-6401,NETWORK
CVE-2013-6402,LOCAL
CVE-2013-6403,NETWORK
CVE-2013-6404,NETWORK
CVE-2013-6407,NETWORK
CVE-2013-6408,NETWORK
CVE-2013-6409,LOCAL
CVE-2013-6410,NETWORK
CVE-2013-6411,NETWORK
CVE-2013-6412,LOCAL
CVE-2013-6413,NETWORK
CVE-2013-6414,NETWORK
CVE-2013-6415,NETWORK
CVE-2013-6416,NETWORK
CVE-2013-6417,NETWORK
CVE-2013-6418,NETWORK
CVE-2013-6419,NETWORK
CVE-2013-6420,NETWORK
CVE-2013-6421,NETWORK
CVE-2013-6422,NETWORK
CVE-2013-6424,NETWORK
CVE-2013-6425,NETWORK
CVE-2013-6426,NETWORK
CVE-2013-6427,NETWORK
CVE-2013-6428,NETWORK
CVE-2013-6429,NETWORK
CVE-2013-6431,LOCAL
CVE-2013-6432,LOCAL
CVE-2013-6433,NETWORK
CVE-2013-6434,NETWORK
CVE-2013-6435,NETWORK
CVE-2013-6436,LOCAL
CVE-2013-6437,NETWORK
CVE-2013-6438,NETWORK
CVE-2013-6439,NETWORK
CVE-2013-6440,NETWORK
CVE-2013-6441,LOCAL
CVE-2013-6442,NETWORK
CVE-2013-6443,NETWORK
CVE-2013-6444,NETWORK
CVE-2013-6445,NETWORK
CVE-2013-6446,NETWORK
CVE-2013-6447,NETWORK
CVE-2013-6448,NETWORK
CVE-2013-6449,NETWORK
CVE-2013-6450,NETWORK
CVE-2013-6452,NETWORK
CVE-2013-6453,NETWORK
CVE-2013-6454,NETWORK
CVE-2013-6456,ADJACENT_NETWORK
CVE-2013-6457,ADJACENT_NETWORK
CVE-2013-6458,ADJACENT_NETWORK
CVE-2013-6459,NETWORK
CVE-2013-6462,NETWORK
CVE-2013-6465,NETWORK
CVE-2013-6466,NETWORK
CVE-2013-6467,NETWORK
CVE-2013-6468,NETWORK
CVE-2013-6469,NETWORK
CVE-2013-6470,NETWORK
CVE-2013-6472,NETWORK
CVE-2013-6473,NETWORK
CVE-2013-6474,NETWORK
CVE-2013-6475,NETWORK
CVE-2013-6476,LOCAL
CVE-2013-6477,NETWORK
CVE-2013-6478,NETWORK
CVE-2013-6479,NETWORK
CVE-2013-6480,LOCAL
CVE-2013-6481,NETWORK
CVE-2013-6482,NETWORK
CVE-2013-6483,NETWORK
CVE-2013-6484,NETWORK
CVE-2013-6485,NETWORK
CVE-2013-6486,NETWORK
CVE-2013-6487,NETWORK
CVE-2013-6489,NETWORK
CVE-2013-6490,NETWORK
CVE-2013-6491,NETWORK
CVE-2013-6492,ADJACENT_NETWORK
CVE-2013-6493,LOCAL
CVE-2013-6494,LOCAL
CVE-2013-6496,NETWORK
CVE-2013-6497,LOCAL
CVE-2013-6501,LOCAL
CVE-2013-6617,NETWORK
CVE-2013-6618,NETWORK
CVE-2013-6621,NETWORK
CVE-2013-6622,NETWORK
CVE-2013-6623,NETWORK
CVE-2013-6624,NETWORK
CVE-2013-6625,NETWORK
CVE-2013-6626,NETWORK
CVE-2013-6627,NETWORK
CVE-2013-6628,NETWORK
CVE-2013-6629,NETWORK
CVE-2013-6630,NETWORK
CVE-2013-6631,NETWORK
CVE-2013-6632,NETWORK
CVE-2013-6634,NETWORK
CVE-2013-6635,NETWORK
CVE-2013-6636,NETWORK
CVE-2013-6637,NETWORK
CVE-2013-6638,NETWORK
CVE-2013-6639,NETWORK
CVE-2013-6640,NETWORK
CVE-2013-6641,NETWORK
CVE-2013-6642,NETWORK
CVE-2013-6643,NETWORK
CVE-2013-6644,NETWORK
CVE-2013-6645,NETWORK
CVE-2013-6646,NETWORK
CVE-2013-6647,NETWORK
CVE-2013-6648,NETWORK
CVE-2013-6649,NETWORK
CVE-2013-6650,NETWORK
CVE-2013-6652,NETWORK
CVE-2013-6653,NETWORK
CVE-2013-6654,NETWORK
CVE-2013-6655,NETWORK
CVE-2013-6656,NETWORK
CVE-2013-6657,NETWORK
CVE-2013-6658,NETWORK
CVE-2013-6659,NETWORK
CVE-2013-6660,NETWORK
CVE-2013-6661,NETWORK
CVE-2013-6662,NETWORK
CVE-2013-6663,NETWORK
CVE-2013-6664,NETWORK
CVE-2013-6665,NETWORK
CVE-2013-6666,NETWORK
CVE-2013-6667,NETWORK
CVE-2013-6668,NETWORK
CVE-2013-6671,NETWORK
CVE-2013-6672,NETWORK
CVE-2013-6673,NETWORK
CVE-2013-6674,NETWORK
CVE-2013-6682,NETWORK
CVE-2013-6683,ADJACENT_NETWORK
CVE-2013-6684,NETWORK
CVE-2013-6685,LOCAL
CVE-2013-6686,NETWORK
CVE-2013-6687,NETWORK
CVE-2013-6688,NETWORK
CVE-2013-6689,LOCAL
CVE-2013-6690,NETWORK
CVE-2013-6691,NETWORK
CVE-2013-6692,NETWORK
CVE-2013-6693,NETWORK
CVE-2013-6694,NETWORK
CVE-2013-6695,NETWORK
CVE-2013-6696,NETWORK
CVE-2013-6698,NETWORK
CVE-2013-6699,NETWORK
CVE-2013-6700,NETWORK
CVE-2013-6701,NETWORK
CVE-2013-6702,NETWORK
CVE-2013-6703,NETWORK
CVE-2013-6704,NETWORK
CVE-2013-6705,ADJACENT_NETWORK
CVE-2013-6706,NETWORK
CVE-2013-6707,NETWORK
CVE-2013-6708,NETWORK
CVE-2013-6709,NETWORK
CVE-2013-6710,NETWORK
CVE-2013-6711,NETWORK
CVE-2013-6712,NETWORK
CVE-2013-6713,LOCAL
